Id,Last Update,Request,Ride Id,Rider Id,Rider Status,# pax,Origin Lat,Origin Lng,Origin Address,Destination Lat,Destination Lng,Destination Address,Err Statement,City
803498,10/28/2019 22:07:24,1572311242.63,,52083,,1,-16.7035640913,-49.2683983594,|Rua T 55 Q 104 0, Goias|,-16.7339131872,-49.2918583006,|Avenida Leblon Q 135 0, Goias|,,GYN
803497,10/28/2019 22:07:17,1572311235.61,,5342,,1,-16.6781029647,-49.2656967044,|Avenida B Q Bo, 90, Goiania|,-16.7020827174,-49.2750207335,|Colegio Simbios - Rua T-52 - Setor Bueno, Goiania - GO|,,GYN
803496,10/28/2019 22:06:50,1572311207.4,,32994,,1,-16.6921232061,-49.2360619828,|Avenida Fued Jose Sebba Q A16 0, Goias|,-16.6777278356,-49.2373558134,|Rua 259 285, Goias|,,GYN
803495,10/28/2019 22:06:44,1572311202.52,,24353,,1,-16.6774349261,-49.244252108,,-16.7118644539,-49.2668175325,,,GYN
803494,10/28/2019 22:06:32,1572311190.77,,56255,,1,-16.7081420518,-49.2727841064,|Goiania Shopping, Avenida T-010, Goiania|,-16.6647594163,-49.2407109216,|Escola Adventista - Vila Colemar Natal e Silva, Goiania - GO|,,GYN
803493,10/28/2019 22:06:07,1572311165.2,,24353,,1,-16.6774349261,-49.244252108,,-16.7118644539,-49.2668175325,,,GYN
803492,10/28/2019 22:05:59,1572311157.35,,8856,,1,-16.708065946,-49.2729973421,|Goiania Shopping, Avenida T-010, Goiania|,-16.672076723,-49.2457725853,|Rua 227, 6, Goiania|,,GYN
803491,10/28/2019 22:05:52,1572311150.85,,24113,,2,-16.6747439378,-49.2411386367,|Rua 226, 072A000, Goiania|,-16.712018589,-49.2945270985,|Avenida C-107, 5, Goiania|,,GYN
803490,10/28/2019 22:05:55,1572311146.06,,57841,,1,-16.7078039107,-49.2732323706,|Goiania Shopping - Avenida T-10 - Setor Bueno, Goiania - GO|,-16.7221071071,-49.2905017734,|Rua C-161 1131, Goias|,,GYN
803489,10/28/2019 22:05:48,1572311136.69,,24025,,1,-16.7079535535,-49.2732095718,|Avenida T-10 1300, Goias|,-16.6833286798,-49.2410928011,|6a Avenida 94, Goias|,,GYN
803487,10/28/2019 22:05:36,1572311134.38,,8856,,1,-16.708065946,-49.2729973421,|Goiania Shopping, Avenida T-010, Goiania|,-16.672076723,-49.2457725853,|Rua 227, 6, Goiania|,,GYN
803486,10/28/2019 22:05:32,1572311130.82,,49321,,1,-16.6909975781,-49.2823327705,Localizacao marcada para embarque,-16.6837368776,-49.2578136921,|Avenida 85 145, Goias|,,GYN
803485,10/28/2019 22:05:19,1572311116.57,,24113,,1,-16.6747439378,-49.2411386367,|Rua 226, 072A000, Goiania|,-16.712018589,-49.2945270985,|Avenida C-107, 5, Goiania|,,GYN
803484,10/28/2019 22:05:03,1572311101.01,,24353,,1,-16.6774349261,-49.244252108,|Praca Universitaria 45, Goias|,-16.7118644539,-49.2668175325,|Av. T-4, 525 - Setor Bueno|,,GYN
803483,10/28/2019 22:04:55,1572311093.53,,32994,,1,-16.6920708589,-49.2361575365,|Avenida Fued Jose Sebba Q A16 0, Goias|,-16.6776864044,-49.2373685539,|Rua 259 285, Goias|,,GYN
803482,10/28/2019 22:04:18,1572311055.91,,32994,,1,-16.6920708589,-49.2361575365,|Avenida Fued Jose Sebba Q A16 0, Goias|,-16.6776864044,-49.2373685539,|Rua 259 285, Goias|,,GYN
803481,10/28/2019 22:03:49,1572311027.05,,51550,,1,-16.6757532572,-49.2617518455,|Avenida Tocantins 598, Goias|,-16.681746303,-49.2499799654,|Rua 92 A - Setor Sul, Goiania - GO|,,GYN
803480,10/28/2019 22:03:48,1572311025.85,,4699,,1,-16.6770504817,-49.2458785325,|Praca Universitaria 1440, Goias|,-16.7198157393,-49.2928198725,|Rua C 166 Q 368 1228, Goias|,,GYN
803479,10/28/2019 22:03:26,1572311004.03,,51946,,1,-16.6925445522,-49.2360110208,|PUC Campus V - Jardim Goias, Goiania - State of Goias|,-16.7164974457,-49.2658204213,|Edificio Zolder - Rua T-37 - Setor Bueno, Goiania - State of Goias|,,GYN
803478,10/28/2019 22:02:59,1572310976.96,,6183,,1,-16.7160889968,-49.2596151307,|Rua S-006, 0S25000, Goiania|,-16.680394833,-49.2548066005,|Praca Doutor Pedro Ludovico Teixeira 0, 332, Goiania|,,GYN
803477,10/28/2019 22:02:46,1572310964.53,,37187,,1,-16.7082460951,-49.2731820792,|Avenida T 15, 0136000, Goiania|,-16.7298479761,-49.2720957845,|Avenida Feira de Santana, 0162000, Goiania|,,GYN
803476,10/28/2019 22:02:11,1572310929.66,,20494,,1,-16.6617115801,-49.2629283294,|Avenida Oeste 1639, Goias|,-16.7182201784,-49.2600989342,|Rua S-6 6, Goias|,,GYN
803474,10/28/2019 22:01:37,1572310895.25,,33,None,1,-16.691359,-49.264922,,-16.70058,-49.275962,,,GYN
803473,10/28/2019 22:01:29,1572310887.82,,51550,,1,-16.6757394467,-49.2617468163,|Avenida Tocantins 598, Goias|,-16.681746303,-49.2499799654,|Rua 92 A - Setor Sul, Goiania - GO|,,GYN
